Won,Kills,Deaths,Assists,Dragons,Minions killed
blue,8,4,8,0,227
blue,6,0,7,1,236
red,4,6,3,1,246
blue,6,3,5,0,229
blue,4,7,5,1,228
blue,6,8,3,1,239
blue,13,2,18,0,243
red,15,4,22,1,186
red,2,9,4,0,175
blue,8,5,11,0,209
red,1,3,0,0,221
blue,5,5,5,0,235
red,4,8,3,1,201
blue,4,1,4,1,212
blue,4,6,3,1,198
blue,4,6,5,0,216
red,0,9,0,0,192
blue,5,7,7,1,242
red,7,8,8,0,243
blue,9,7,10,1,201
blue,8,7,17,0,183
red,9,13,12,0,215
red,4,16,5,0,198
blue,8,7,14,0,254
blue,6,7,9,0,206
blue,8,5,12,1,219
red,8,9,5,0,200
red,4,3,5,0,191
red,2,10,1,0,206
blue,4,6,4,0,239
red,3,9,2,1,221
blue,6,2,6,0,235
red,5,5,1,0,184
blue,13,2,10,0,250
red,4,6,5,1,218
blue,5,9,8,0,222
red,3,10,1,0,222
red,10,9,9,0,194
red,6,13,6,0,223
blue,7,7,8,0,233
blue,13,7,9,0,204
blue,9,7,11,1,233
blue,5,4,4,0,255
blue,7,4,7,0,248
red,2,8,4,0,236
red,11,11,10,0,222
blue,7,6,7,1,205
red,5,7,6,1,199
blue,5,8,6,0,264
red,5,10,4,0,206
red,4,7,4,1,216
blue,7,6,5,1,232
blue,12,3,8,1,225
red,4,5,5,0,173
red,6,9,6,1,239
blue,6,4,11,0,249
blue,5,4,4,0,272
blue,6,4,5,1,240
blue,7,10,5,1,196
blue,6,8,4,1,199
blue,7,3,13,1,227
red,5,9,7,1,220
blue,2,6,2,0,234
blue,7,5,7,0,225
red,10,12,8,0,223
red,4,8,3,0,230
blue,5,3,4,0,254
blue,5,3,4,1,221
blue,9,3,8,1,210
blue,7,3,10,1,237
red,5,1,6,1,211
blue,5,7,7,0,201
blue,6,5,5,0,238
red,2,14,0,0,177
blue,4,5,5,1,249
red,5,7,5,0,219
blue,6,7,8,0,221
blue,7,1,9,0,268
red,4,9,2,0,215
blue,10,6,11,1,244
red,6,7,8,0,215
red,3,9,4,0,185
red,14,6,14,1,225
blue,7,6,6,1,223
blue,5,6,8,0,220
red,6,14,8,0,186
red,2,9,0,1,222
red,6,2,5,1,227
blue,7,6,7,1,233
red,6,4,4,1,208
red,2,5,5,0,245
red,4,7,3,1,235
blue,6,8,9,0,192
red,1,5,3,0,224
blue,9,6,15,1,218
red,3,2,1,0,218
blue,6,4,2,1,238
blue,12,1,12,1,235
red,2,2,3,0,216
red,6,9,4,0,231
blue,6,9,7,0,222
red,4,1,4,0,249
blue,9,6,7,0,207
blue,8,2,11,1,221
blue,9,2,13,0,233
red,6,10,4,0,205
blue,12,11,13,0,216
blue,7,0,11,1,214
red,3,7,3,0,232
red,10,7,10,0,208
red,6,13,6,0,162
red,5,8,6,0,230
blue,14,3,17,1,222
red,2,1,3,0,211
red,2,2,3,1,221
blue,9,6,7,0,197
red,5,7,4,0,217
red,4,5,5,0,193
red,4,1,4,1,218
red,7,10,7,0,179
blue,7,1,10,0,251
blue,5,4,2,0,212
blue,4,9,2,0,209
red,2,12,1,0,204
blue,7,5,7,1,199
red,2,10,0,0,238
blue,6,6,7,0,226
blue,11,4,12,1,208
blue,4,4,5,0,205
blue,5,3,3,0,263
red,3,7,3,0,206
red,7,2,9,1,222
blue,3,6,4,1,202
red,10,7,13,0,195
red,8,6,9,0,213
blue,13,7,16,1,210
blue,8,7,11,0,250
red,1,3,1,0,256
red,6,10,5,0,222
blue,11,3,14,0,242
blue,7,4,8,1,207
blue,10,1,7,0,267
red,1,11,0,0,200
red,6,5,6,1,214
red,4,2,2,0,183
red,4,4,4,0,232
red,1,7,0,0,228
red,6,5,9,0,209
red,5,7,5,0,252
blue,16,5,28,0,218
red,4,8,2,0,201
blue,8,3,9,1,193
red,7,7,6,0,237
blue,9,3,8,1,224
blue,5,6,7,0,214
blue,13,5,18,1,251
blue,1,5,1,0,264
blue,3,3,6,0,209
red,3,4,4,0,212
blue,11,4,8,0,260
red,6,6,5,0,224
blue,9,4,10,1,220
red,6,8,7,0,217
red,3,5,4,0,172
blue,11,7,6,1,228
red,5,2,9,0,236
blue,2,5,1,0,258
red,12,9,16,1,222
blue,12,11,10,0,224
red,3,6,1,0,226
red,4,9,4,0,211
red,2,2,2,0,257
blue,7,2,8,0,196
blue,5,11,3,0,185
red,5,7,8,0,220
red,5,11,3,0,206
blue,6,6,8,0,191
red,8,9,8,0,176
red,7,13,6,0,215
red,5,6,4,0,156
blue,3,3,3,0,221
blue,8,9,8,1,203
blue,8,6,4,0,194
red,5,7,5,0,221
blue,6,4,7,1,227
red,6,10,8,1,196
blue,10,1,13,1,236
red,2,7,1,0,247
blue,4,1,8,0,171
blue,7,2,10,1,245
red,5,6,5,0,263
blue,7,4,6,1,238
red,3,4,4,1,220
red,4,5,4,0,196
blue,9,7,11,1,192
red,9,6,5,0,203
red,6,6,5,0,201
blue,9,10,8,1,204
red,6,12,5,1,189
red,3,8,3,0,198
blue,8,9,5,0,201
red,6,8,9,0,196
blue,13,3,11,1,264
red,7,6,8,0,218
red,6,8,4,0,198
red,5,7,7,0,224
blue,9,11,11,1,214
red,4,13,5,0,175
blue,13,4,11,1,215
red,7,7,5,0,171
red,3,8,2,0,211
red,8,7,7,1,208
red,6,7,10,1,201
red,0,7,0,0,198
red,9,5,8,0,217
red,9,9,11,0,226
blue,3,7,1,0,206
red,3,8,1,0,202
blue,10,13,8,0,206
blue,7,5,8,0,207
red,10,9,12,0,211
red,6,10,4,0,192
blue,5,5,6,0,239
red,3,11,5,0,186
blue,5,5,6,0,233
blue,3,4,3,0,198
blue,5,4,5,1,203
red,5,9,5,0,209
blue,16,4,13,0,215
red,4,4,2,1,222
red,10,11,10,0,198
red,2,9,2,1,246
red,6,10,10,0,238
blue,5,15,7,0,187
red,7,7,7,0,219
blue,1,8,0,1,206
red,8,10,2,0,201
red,5,7,7,1,225
blue,13,6,13,0,210
blue,4,4,4,1,266
red,6,4,11,0,225
red,7,6,8,0,222
red,1,7,1,0,219
red,10,8,10,1,210
red,4,7,2,0,223
red,2,9,4,0,207
red,6,5,3,0,240
blue,3,3,4,0,215
blue,4,3,3,0,237
blue,7,9,6,0,243
blue,11,3,14,1,237
red,7,7,8,1,210
blue,8,6,8,0,163
red,5,11,4,0,194
blue,6,9,7,1,206
red,6,7,3,0,203
blue,10,6,5,0,221
blue,7,6,11,0,217
blue,4,5,6,1,238
blue,11,11,9,1,220
blue,11,7,17,1,192
blue,8,8,8,1,243
red,6,13,6,0,196
red,6,7,6,1,226
red,9,7,8,0,203
red,9,10,14,0,198
blue,6,8,10,0,204
red,6,8,9,0,230
red,2,3,6,1,209
blue,9,5,8,1,218
red,3,3,1,1,251
red,6,3,6,0,228
blue,2,6,1,1,198
blue,3,2,4,0,230
red,8,10,9,0,199
red,4,4,4,1,224
blue,2,4,2,1,246
red,9,6,13,0,199
blue,8,9,10,0,202
blue,6,2,5,1,268
blue,5,5,10,0,203
blue,4,11,5,0,208
blue,6,7,7,1,229
red,8,8,4,1,204
blue,8,3,12,1,239
red,5,4,10,1,232
red,1,4,1,0,224
red,5,9,6,0,173
red,6,6,6,0,225
red,1,6,1,0,213
red,3,6,4,0,201
blue,5,6,7,1,242
red,5,10,6,0,203
red,8,7,15,0,228
red,9,9,9,0,205
blue,5,9,5,0,204
blue,11,3,14,0,228
red,6,5,10,0,230
red,3,13,4,0,200
blue,7,5,9,0,202
blue,5,11,7,0,215
blue,13,5,8,0,250
red,1,5,2,1,232
blue,6,5,3,0,231
red,8,4,7,0,210
blue,8,9,8,1,233
blue,6,4,7,1,249
blue,14,7,13,1,201
blue,5,6,4,0,189
red,4,6,4,1,218
blue,4,6,7,0,213
blue,10,5,14,1,187
red,7,3,7,1,209
blue,11,8,13,1,208
blue,11,3,11,0,232
red,3,9,4,0,199
blue,2,6,1,1,212
blue,3,7,4,0,246
red,8,5,9,0,227
red,10,8,9,1,184
blue,11,8,13,0,190
blue,2,7,2,0,185
red,3,7,1,1,198
red,5,8,5,0,241
blue,8,9,4,0,214
red,7,4,6,0,228
red,4,7,5,0,254
blue,15,5,15,0,206
blue,12,7,10,1,230
blue,8,3,14,0,245
blue,7,3,6,0,255
blue,12,2,23,0,184
red,7,8,11,1,180
red,6,11,6,1,213
red,9,4,12,0,213
red,5,6,6,0,211
blue,5,1,5,0,250
blue,6,10,6,1,233
blue,3,7,3,0,205
blue,6,3,9,1,198
red,0,5,0,0,230
red,3,6,2,0,218
red,11,13,12,0,232
blue,8,0,9,1,199
blue,3,7,2,1,228
red,5,9,5,0,183
red,3,2,5,1,236
red,3,14,7,0,208
blue,13,7,12,1,215
blue,10,9,9,1,217
red,5,5,6,0,179
red,1,2,2,1,198
blue,6,3,7,0,232
blue,4,6,4,0,228
blue,12,4,15,0,210
red,6,6,8,0,222
blue,4,4,8,1,236
blue,13,6,13,0,244
blue,2,5,1,0,193
red,4,7,4,0,225
blue,11,6,13,1,231
blue,11,6,19,1,229
red,2,7,5,0,236
blue,6,6,6,0,222
blue,7,2,7,1,236
blue,7,5,8,1,207
blue,6,8,5,0,226
red,3,11,2,0,243
blue,8,4,5,0,203
blue,9,5,15,0,240
blue,7,6,3,0,216
red,4,4,5,1,196
red,3,6,3,0,198
red,8,5,9,1,233
red,6,12,3,0,210
red,9,7,11,0,195
blue,6,4,5,1,220
blue,12,3,13,1,228
blue,6,6,6,0,207
blue,4,4,4,0,206
blue,3,2,2,1,217
red,3,10,3,0,220
blue,7,3,7,0,200
blue,8,4,10,0,200
blue,6,9,6,0,168
blue,11,4,11,1,219
red,3,8,6,0,189
red,6,9,3,0,184
blue,6,3,6,1,186
blue,4,7,3,0,199
red,2,14,1,0,172
red,3,4,1,1,245
blue,10,10,13,0,199
blue,11,7,8,0,207
blue,12,9,17,1,195
red,10,6,12,0,214
red,6,7,4,0,227
red,8,13,8,0,204
red,4,9,1,0,207
red,8,11,6,0,202
blue,5,7,5,0,233
blue,7,2,7,1,225
red,6,5,4,0,229
red,3,7,1,0,215
blue,5,5,8,1,222
blue,13,5,12,1,181
red,4,5,2,0,204
red,5,9,3,0,202
red,1,6,1,0,209
blue,7,6,7,1,237
red,3,15,3,0,191
blue,9,7,12,0,200
blue,7,4,8,0,225
blue,1,1,1,1,247
red,5,9,5,0,223
blue,7,5,5,0,216
blue,4,3,4,1,233
blue,15,4,19,1,245
blue,5,4,2,1,224
red,9,6,13,1,216
blue,6,9,7,1,186
blue,7,5,8,0,204
blue,7,5,8,1,239
red,5,14,3,0,191
blue,3,4,3,0,230
blue,14,6,12,0,217
blue,8,9,6,0,200
red,4,9,3,1,214
red,7,4,8,0,231
red,4,7,2,0,224
blue,3,6,3,0,177
blue,12,9,20,0,226
red,5,4,3,0,216
blue,6,4,6,0,207
blue,6,5,2,1,237
red,1,6,1,0,173
blue,6,2,8,1,248
blue,11,3,8,1,225
red,1,6,2,1,218
red,10,3,17,1,193
red,5,4,5,0,238
red,8,9,8,0,206
blue,2,6,2,1,233
blue,8,5,10,1,237
red,1,8,1,0,202
red,6,12,11,1,191
red,2,12,2,0,198
blue,12,7,16,0,231
blue,9,7,12,1,214
red,2,8,3,1,181
blue,4,6,3,1,250
red,2,4,0,0,218
blue,6,5,6,0,237
red,6,11,9,0,225
blue,4,4,3,1,222
red,8,12,7,0,189
red,4,5,4,0,216
red,5,9,2,1,244
blue,9,3,8,0,224
red,2,2,0,0,270
red,9,6,8,1,213
red,2,9,1,0,165
blue,8,7,9,0,242
red,6,7,2,1,197
blue,4,3,6,1,227
blue,6,5,8,1,228
blue,15,4,16,0,230
red,5,2,9,0,202
red,8,10,8,0,186
blue,10,4,11,0,250
red,5,5,9,1,238
blue,8,5,10,0,204
blue,13,4,13,1,207
red,9,5,15,1,200
red,4,10,5,0,208
blue,8,9,10,1,181
blue,6,1,4,0,242
red,6,8,7,1,212
red,4,5,4,0,209
blue,8,5,9,0,183
red,10,6,13,0,176
red,6,10,9,0,225
red,7,3,6,0,226
blue,4,1,3,1,248
red,7,5,5,1,239
blue,14,9,13,1,217
red,6,4,9,0,234
red,9,6,9,0,193
blue,13,5,12,1,231
blue,4,2,4,0,235
blue,4,1,4,0,247
blue,7,3,9,0,232
red,4,8,4,0,190
blue,5,7,3,0,237
red,3,5,2,0,257
red,5,7,1,0,180
blue,11,7,14,0,215
blue,8,3,8,0,214
blue,4,2,4,0,263
blue,3,4,1,1,219
blue,4,5,6,1,235
blue,6,10,9,0,188
red,8,7,8,0,207
red,4,4,7,1,243
blue,7,7,5,1,239
red,2,9,3,0,198
red,2,3,5,0,226
red,7,5,6,0,243
blue,7,5,7,0,187
blue,7,10,11,0,184
blue,5,3,4,0,196
blue,9,4,10,1,223
red,2,4,3,1,207
blue,4,7,4,1,195
blue,7,1,8,0,223
red,8,9,7,0,184
red,8,9,7,0,208
blue,9,5,6,1,246
red,7,9,9,0,198
red,3,10,3,0,216
blue,2,4,2,1,193
red,6,16,6,1,192
red,4,7,4,1,217
blue,5,6,7,1,187
red,2,9,2,0,217
blue,5,3,8,0,206
blue,13,2,10,0,228
blue,9,7,7,0,212
red,6,7,2,0,196
blue,16,7,12,1,229
blue,9,5,7,0,214
red,3,6,2,0,192
blue,2,2,3,1,224
red,4,12,3,0,187
blue,5,8,3,0,192
red,6,10,5,0,198
blue,4,3,3,1,200
red,5,7,8,0,184
red,3,4,3,1,237
blue,13,3,14,1,225
red,9,10,9,1,218
blue,4,2,5,1,240
blue,2,8,1,0,211
blue,4,3,3,1,263
red,10,4,6,0,210
red,4,5,6,0,218
blue,6,4,14,1,252
red,4,14,2,0,186
red,11,6,11,1,204
red,3,5,2,0,244
red,1,3,2,1,231
blue,12,3,11,1,212
red,2,2,1,0,234
blue,9,8,6,0,233
blue,10,4,14,0,245
red,12,12,16,1,173
red,2,11,2,0,202
red,4,14,2,0,180
blue,8,7,12,0,232
blue,5,6,9,1,226
red,7,5,6,0,221
blue,5,7,1,0,183
blue,3,7,1,1,208
red,2,7,3,0,221
blue,8,7,8,0,212
blue,7,5,9,0,239
blue,13,6,15,1,201
blue,6,2,6,1,247
blue,1,0,1,0,223
blue,8,7,11,0,224
red,5,10,5,0,179
red,7,5,7,1,232
blue,2,1,2,0,246
blue,4,7,4,0,223
red,4,5,4,0,194
blue,7,9,7,1,191
blue,3,4,3,1,255
blue,5,8,4,0,188
blue,6,4,8,1,236
blue,7,1,5,0,245
red,3,7,2,0,197
blue,5,5,8,0,227
red,7,12,5,0,196
red,2,10,2,0,192
blue,9,12,15,0,243
red,5,6,4,0,255
blue,9,5,8,1,222
red,3,9,3,0,186
blue,9,2,9,0,252
red,5,7,6,0,196
red,15,12,14,1,228
red,6,7,12,1,247
red,8,7,14,0,171
red,14,7,16,1,242
blue,9,2,13,1,249
blue,6,10,6,1,196
red,3,6,3,0,252
blue,9,7,10,0,252
blue,5,2,5,0,239
red,7,4,8,1,209
blue,6,3,7,1,219
red,5,5,10,1,207
red,1,9,1,0,216
red,3,7,4,0,226
blue,5,6,4,1,251
red,4,2,7,1,215
blue,7,11,11,0,244
blue,10,9,18,0,232
red,6,5,5,1,247
blue,8,4,12,0,249
blue,4,3,6,1,241
blue,7,2,6,1,243
red,7,3,5,0,257
blue,12,10,10,1,204
red,2,3,2,1,244
red,10,8,9,0,190
blue,4,5,3,0,251
red,3,9,3,0,226
red,5,9,7,0,175
blue,7,4,6,1,222
red,1,6,1,0,232
blue,6,5,5,1,226
red,4,13,1,0,195
red,6,8,5,0,201
red,3,7,4,0,235
red,7,5,6,0,247
red,10,5,8,1,223
red,3,4,3,0,229
red,3,8,1,0,214
red,13,7,19,0,204
red,7,11,6,0,210
blue,3,3,3,1,215
red,4,4,5,0,217
red,3,8,1,0,252
red,4,7,8,0,211
red,4,7,4,0,220
blue,4,2,6,1,226
blue,11,3,12,1,220
blue,7,2,10,1,231
red,4,13,3,0,218
red,6,5,9,1,230
blue,2,1,1,0,262
red,7,5,8,1,233
red,4,7,4,0,202
blue,6,7,4,0,230
red,9,8,7,0,225
red,4,12,5,0,190
red,9,18,8,0,223
red,4,6,8,0,265
blue,9,2,9,1,213
blue,5,5,6,0,197
red,8,8,6,1,220
blue,8,10,5,1,183
red,8,3,6,0,238
blue,5,4,7,1,222
blue,7,7,7,1,207
red,5,8,5,0,204
blue,8,5,10,1,181
red,2,9,1,1,237
blue,12,4,12,1,214
blue,9,3,12,1,230
blue,5,6,3,0,248
blue,8,4,8,1,225
blue,9,3,9,1,252
blue,4,8,4,1,144
blue,8,3,10,1,207
blue,7,4,8,1,240
blue,9,3,8,0,232
blue,3,4,3,1,240
blue,10,7,12,0,223
red,5,9,8,0,211
blue,10,6,7,0,201
red,4,6,4,1,235
red,10,7,12,0,231
blue,15,8,12,1,196
red,5,7,6,0,208
red,5,5,6,1,227
red,5,11,10,0,215
red,4,7,3,0,215
red,5,7,6,1,218
red,6,10,3,0,183
red,6,5,4,0,236
blue,7,1,7,1,228
blue,3,3,4,0,238
red,8,5,8,0,218
red,7,5,9,0,214
blue,7,5,11,0,196
red,9,7,10,0,232
red,2,9,0,0,230
blue,9,5,7,1,212
blue,8,11,9,0,198
blue,4,4,5,0,208
red,4,12,4,0,173
blue,6,1,9,1,233
blue,7,2,8,1,235
blue,6,2,6,1,231
red,5,8,3,1,178
red,10,7,6,0,228
red,2,7,3,0,205
blue,5,4,7,1,220
blue,6,7,5,1,189
blue,7,8,5,0,205
red,7,5,11,0,236
red,6,9,3,0,171
red,4,5,5,0,239
red,7,10,8,0,228
blue,5,12,6,0,214
red,2,6,2,0,205
red,8,4,4,0,215
blue,6,3,10,0,209
red,10,14,6,0,189
blue,2,4,1,1,229
red,3,6,2,0,185
blue,1,3,0,0,200
blue,9,9,14,1,230
blue,4,7,4,0,229
red,5,7,6,0,237
blue,11,6,8,0,217
red,3,7,4,1,187
red,2,9,3,1,212
blue,5,6,10,1,240
blue,9,5,11,1,249
blue,11,9,12,0,216
red,1,6,0,0,222
blue,7,3,12,1,250
blue,7,6,5,1,208
blue,3,6,4,0,217
red,7,5,8,0,221
blue,5,4,5,0,220
blue,4,3,3,1,220
blue,4,7,1,0,237
red,6,6,8,1,231
blue,13,4,16,1,216
blue,9,8,8,0,191
red,5,9,5,0,200
blue,4,4,1,0,208
blue,7,9,4,0,218
blue,5,1,5,0,245
blue,6,2,5,1,249
blue,10,4,9,0,214
red,2,7,3,0,196
blue,9,3,11,1,234
red,7,6,9,1,246
red,7,7,8,1,200
red,6,10,4,0,154
blue,8,10,7,0,191
red,3,13,4,1,191
red,1,11,1,0,204
blue,4,17,4,0,184
red,6,4,6,1,198
red,6,2,7,0,241
red,2,10,3,0,236
blue,12,3,10,1,242
red,4,5,4,1,197
red,2,5,3,0,248
red,2,5,2,0,229
red,10,6,8,1,241
red,4,8,4,1,219
blue,9,1,13,0,189
blue,6,4,3,1,232
blue,10,11,8,0,235
blue,9,2,11,1,214
blue,8,6,10,0,226
red,8,7,11,1,215
red,10,11,9,0,234
blue,7,2,13,1,202
blue,6,4,7,0,233
blue,1,2,2,0,233
red,5,3,4,1,240
red,3,11,3,0,227
red,6,5,8,0,214
red,3,5,4,1,192
blue,6,9,5,1,218
blue,2,4,2,1,244
blue,11,4,12,0,201
red,9,14,11,0,185
blue,11,7,7,1,202
red,4,9,5,1,221
blue,6,4,4,1,230
red,7,7,9,0,211
red,4,6,6,0,236
red,4,11,2,0,208
red,6,5,9,0,227
blue,7,4,10,1,216
red,9,6,12,0,215
red,2,12,1,0,162
red,3,6,2,0,190
blue,9,5,10,0,234
blue,11,7,15,0,186
blue,11,6,5,1,220
blue,7,3,4,1,214
blue,6,2,6,1,220
red,4,5,4,0,216
red,2,5,3,0,251
blue,4,4,3,0,206
blue,5,9,8,0,231
blue,5,6,5,1,201
red,5,7,8,1,215
blue,12,8,11,0,196
blue,10,6,5,1,222
blue,8,3,11,1,246
blue,5,2,5,1,238
blue,12,9,11,1,193
blue,9,4,8,1,253
red,6,11,8,0,191
red,3,5,2,1,198
red,6,5,10,1,146
blue,7,5,9,1,222
red,6,14,5,0,203
blue,8,7,5,0,226
red,7,6,12,0,203
red,1,11,0,0,195
red,7,8,6,0,212
blue,6,6,7,1,214
red,1,2,1,0,189
blue,6,5,10,1,246
blue,6,3,5,1,229
blue,9,11,10,1,220
red,8,6,13,1,222
blue,1,6,1,0,263
blue,9,8,13,1,202
red,5,6,1,0,215
blue,2,3,5,1,214
red,9,8,11,0,156
blue,11,5,12,1,242
blue,12,4,15,0,188
red,6,5,10,0,223
red,5,9,5,0,203
red,8,7,8,0,240
red,3,7,4,1,234
blue,7,2,6,1,210
blue,6,8,6,0,224
red,6,14,6,0,203
red,4,10,4,0,216
red,5,19,4,0,183
blue,6,6,11,1,257
blue,3,6,1,0,197
blue,11,7,6,0,212
red,2,5,3,0,215
red,1,1,1,0,233
blue,6,6,8,0,211
blue,6,5,5,0,199
red,7,8,8,1,186
red,5,8,3,0,198
red,1,4,2,0,230
blue,4,1,7,0,240
blue,8,5,7,0,236
blue,9,12,8,0,204
blue,5,4,7,1,247
red,6,6,12,1,214
blue,13,8,22,0,164
red,5,8,6,1,187
blue,7,0,4,1,240
blue,6,9,10,0,246
blue,7,5,5,0,239
red,3,5,2,1,232
red,8,10,9,0,190
blue,5,5,5,0,222
red,6,9,7,0,175
red,6,1,4,1,214
red,5,9,5,1,175
blue,7,2,7,1,220
blue,11,4,11,1,203
red,7,4,8,0,215
blue,4,6,3,0,241
blue,11,3,10,1,238
red,6,9,5,1,213
blue,9,8,6,0,209
blue,8,5,9,1,198
red,7,5,7,0,247
blue,3,6,3,0,232
blue,10,8,11,0,219
red,4,9,2,0,223
red,2,10,3,0,215
blue,9,6,11,0,207
blue,6,14,9,0,208
red,7,6,9,0,227
red,5,3,8,1,218
red,6,8,7,1,225
red,6,8,6,0,178
red,6,9,6,0,236
red,9,9,12,1,197
red,5,10,8,1,156
red,1,6,0,0,208
red,6,2,4,0,258
red,3,7,4,0,240
blue,5,2,3,1,204
red,6,8,4,0,191
blue,9,6,13,0,200
red,2,8,2,0,210
red,6,8,7,1,203
red,8,9,7,0,179
blue,7,6,9,0,230
red,9,10,12,0,198
red,9,4,8,0,219
red,2,3,2,0,239
blue,8,5,7,1,215
blue,4,4,4,0,241
blue,9,6,12,0,212
red,3,7,1,0,222
blue,5,3,6,1,202
blue,4,6,5,0,199
blue,8,3,4,0,207
red,8,10,9,0,218
red,5,9,3,0,224
red,5,2,6,0,222
red,4,8,5,1,214
red,11,5,8,0,243
blue,9,5,12,1,238
blue,7,6,5,0,229
blue,7,3,4,0,240
blue,7,5,5,1,229
blue,4,1,5,1,261
red,10,4,10,0,225
blue,5,5,6,1,246
red,4,6,4,0,238
red,5,10,3,0,209
red,4,3,1,0,226
blue,5,1,2,1,259
red,8,13,6,0,201
red,8,1,9,0,209
red,7,8,10,0,189
red,4,12,3,0,218
red,5,11,6,1,199
red,5,9,7,0,227
red,6,8,7,0,181
red,3,5,4,0,194
blue,8,4,12,1,228
blue,9,8,13,0,204
red,4,2,3,0,225
blue,15,7,15,1,191
blue,4,1,8,1,223
red,6,7,6,0,245
blue,7,4,13,1,232
blue,8,9,14,1,240
red,8,10,7,0,176
red,7,10,7,0,199
blue,4,4,4,0,225
red,4,12,4,0,223
blue,8,5,6,0,221
red,4,8,1,0,201
blue,10,13,14,0,213
red,8,8,9,0,190
blue,5,3,3,1,235
blue,5,3,6,0,210
blue,5,3,7,1,246
blue,8,4,10,1,212
blue,5,8,4,0,223
blue,10,8,10,0,193
blue,13,2,11,1,236
blue,10,5,10,0,225
red,3,9,2,0,211
blue,5,4,4,0,228
red,4,8,4,0,220
blue,13,3,13,0,235
blue,6,4,5,0,218
red,1,7,1,0,218
blue,6,3,6,1,266
red,4,3,7,1,221
blue,15,7,19,1,231
blue,7,2,8,1,248
red,4,6,2,1,214
red,4,4,6,1,212
red,4,4,2,0,228
red,5,13,3,1,204
red,6,5,6,0,244
red,8,7,9,0,190
blue,4,11,4,0,189
blue,5,5,4,0,212
red,3,8,2,0,240
blue,8,6,5,0,210
red,5,13,7,0,161
red,4,10,2,0,251
blue,4,7,6,0,231
blue,5,9,5,1,221
blue,5,6,3,1,167
red,1,5,0,0,230
red,7,10,4,1,201
blue,2,5,2,0,223
blue,13,5,13,0,229
blue,6,7,4,1,196
red,3,7,4,1,199
red,4,2,3,1,235
red,1,5,2,0,225
blue,12,2,8,0,238
blue,4,4,2,1,240
blue,7,8,8,0,209
blue,10,5,14,0,247
blue,8,5,5,0,206
blue,9,3,11,0,221
red,3,5,2,1,234
blue,5,6,3,0,219
red,5,6,3,0,229
red,4,3,7,1,223
blue,8,6,8,1,246
red,13,9,19,1,211
blue,8,6,6,1,206
red,7,5,10,0,202
blue,10,5,11,0,230
red,4,0,2,1,244
blue,5,3,8,1,214
blue,8,5,7,1,253
red,3,5,8,0,194
red,4,8,3,0,186
blue,6,4,6,0,229
red,14,6,19,0,211
red,10,4,14,0,210
red,7,7,7,1,190
blue,14,7,15,0,242
red,5,5,6,0,217
red,7,7,6,1,210
blue,7,5,6,1,228
blue,6,3,5,1,242
blue,5,2,3,0,222
blue,8,6,10,1,223
red,4,6,2,0,228
red,4,7,4,0,205
red,3,4,4,0,230
blue,7,3,10,1,227
red,5,10,3,0,229
blue,8,4,8,1,220
blue,4,9,5,0,248
red,6,7,5,0,214
red,3,6,1,0,220
blue,6,0,9,0,235
red,7,8,7,1,201
blue,10,2,17,1,211
red,5,12,5,0,185
blue,7,5,10,1,222
red,6,9,3,0,221
blue,9,7,12,0,214
blue,16,2,14,0,211
blue,14,9,14,0,193
blue,9,6,7,0,230
blue,6,4,6,0,235
red,4,5,7,0,172
red,2,12,2,0,224
red,3,5,3,0,226
blue,6,6,6,0,242
blue,5,10,8,0,205
blue,5,4,4,0,229
red,3,5,0,0,234
red,6,4,2,1,255
red,2,5,3,1,249
blue,4,3,2,0,210
blue,7,17,8,0,202
red,4,4,4,0,223
red,9,6,7,0,218
red,4,4,4,1,259
blue,11,7,11,0,195
red,4,12,1,0,199
red,7,11,13,1,206
blue,7,1,13,0,264
red,2,9,2,0,220
blue,6,2,3,0,250
red,2,11,2,0,201
blue,6,4,5,1,225
red,6,5,3,0,215
red,7,11,8,0,215
blue,9,10,15,0,222
blue,3,1,2,1,235
red,7,5,6,1,206
blue,7,0,5,1,245
red,5,4,5,0,246
red,6,9,7,0,236
blue,0,5,0,0,245
red,1,9,2,0,194
red,4,7,6,0,244
blue,9,9,9,0,231
red,3,8,3,0,210
blue,5,3,6,0,245
red,6,4,7,1,218
red,4,7,4,1,230
red,2,8,2,0,205
red,2,6,1,0,198
blue,13,6,14,0,196
red,10,4,13,0,195
blue,10,3,8,1,248
red,5,7,3,0,181
red,6,10,8,1,206
red,3,10,4,0,184
blue,9,8,8,0,201
red,6,3,5,1,241
blue,8,4,10,1,207
red,7,7,9,0,182
blue,9,1,12,0,205
blue,16,5,25,1,218
blue,5,3,4,0,220
red,6,8,4,0,239
red,4,8,4,0,223
blue,7,5,9,1,209
blue,4,5,1,0,205
red,4,7,4,0,229
red,3,5,3,1,222
red,4,7,7,0,232
red,0,5,0,0,230
blue,7,2,11,1,216
blue,5,5,7,1,234
red,4,4,6,0,248
blue,7,6,4,1,247
red,11,8,15,0,225
red,3,7,2,0,226
blue,4,14,5,0,186
blue,3,3,4,0,229
red,2,4,2,0,210
red,7,6,7,0,220
blue,7,5,4,0,241
blue,6,7,7,0,219
blue,8,7,13,0,227
red,5,9,7,1,176
red,2,4,2,0,219
blue,5,4,6,0,237
red,4,12,1,0,235
blue,4,7,7,0,202
red,5,9,5,0,206
red,7,12,12,0,216
blue,5,2,3,1,216
